check, 0, 1, 0.17038846015930176
check, 1, 0, 0
check, 2, 0, 0
cinch, 0, 1, 0.08109784126281738
cinch, 1, 0, 0
cinch, 2, 0, 0
capstone, 0, 1, 1.5519165992736816
c-blosc2, 0, 1, 2.0684571266174316
chrpath, 0, 1, 0.16692018508911133
chrpath, 1, 0, 0
chrpath, 2, 0, 0
c-blosc, 1, 0, 0
c-blosc, 2, 0, 0
capstone, 1, 0, 0
capstone, 2, 0, 0
blitz, 1, 0, 0
blitz, 2, 0, 0
botan, 0, 1, 3.9731640815734863
c-blosc2, 1, 0, 0
c-blosc2, 2, 0, 0
cityhash, 0, 1, 0.17597413063049316
cityhash, 1, 0, 0
cityhash, 2, 0, 0
camp, 0, 1, 1.8323156833648682
blis, 1, 0, 0
blis, 2, 0, 0
catch2, 0, 1, 1.5669703483581543
amdlibm, 0, 0, 0
amdlibm, 1, 0, 0
amdlibm, 2, 0, 0
braker, 2, 0, 0
aspa, 0, 1, 6.536123275756836
cblas, 0, 1, 1.4867527484893799
ccfits, 0, 1, 1.3052515983581543
camp, 1, 0, 0
camp, 2, 0, 0
clapack, 0, 1, 0.1722118854522705
catch2, 1, 0, 0
catch2, 2, 0, 0
ck, 0, 1, 0.26085329055786133
clapack, 1, 0, 0
clapack, 2, 0, 0
ck, 1, 0, 0
ck, 2, 0, 0
asagi, 0, 1, 6.651091814041138
botan, 1, 0, 0
botan, 2, 0, 0
cblas, 1, 0, 0
cblas, 2, 0, 0
babeltrace, 0, 1, 6.377668142318726
busco, 2, 0, 0
bat, 0, 1, 6.156644344329834
arrayfire, 0, 1, 6.636653184890747
cdhit, 0, 1, 1.177269697189331
ccfits, 1, 0, 0
ccfits, 2, 0, 0
cdhit, 1, 0, 0
cdhit, 2, 0, 0
armadillo, 0, 1, 6.812435626983643
cfitsio, 0, 1, 1.2027361392974854
beforelight, 0, 1, 5.508117437362671
arbor, 0, 0, 0
arbor, 1, 0, 0
arbor, 2, 0, 0
aspa, 1, 0, 0
